ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
92026,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1266.666667,800,2000,1200
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,800,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,875,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,666.6666667,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,666.6666667,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,625,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,666.6666667,500,1000,500
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92026,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1500,1500,1500,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,2500,1000
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1300,1000,1500,500
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1000,800,1200,400
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2100,2000,2500,500
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1100,800,1500,700
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,666.6666667,500,1000,500
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,833.3333333,500,1500,1000
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,1000,1000,1000,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1250,1000,1500,500
92027,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1600,1200,2000,800
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1100,1000,1500,500
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,700,500,1000,500
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,900,500,1000,500
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92027,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2100,1500,3000,1500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1500,2000,500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1700,1000,3000,2000
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1166.666667,1000,1500,500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,775,500,1000,500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1025,500,2000,1500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,700,500,1000,500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,766.6666667,500,1000,500
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1040,500,1500,1000
92028,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1600,1200,2000,800
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,800,500,1000,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,500,1500,1000
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,625,500,1000,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,625,500,1000,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,2000,2000,2000,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1166.666667,1000,1500,500
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92028,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,2500,1000
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1925,1200,3000,1800
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1500,1000,2500,1500
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1333.333333,800,2000,1200
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1750,1500,2000,500
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,933.3333333,800,1000,200
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2500,2500,2500,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1500,1500,1500,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,2000,2000,2000,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,1500,1500,1500,0
92029,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,2500,2500,2500,0
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1440,1200,1500,300
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1100,1000,1500,500
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1250,1000,1500,500
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1375,1000,2000,1000
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,950,750,1000,250
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,950,750,1000,250
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,666.6666667,500,1000,500
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,600,500,800,300
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92029,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1750,1500,2000,500
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1240,1000,1500,500
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1520,500,2500,2000
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,900,300,1500,1200
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,675,200,1000,800
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,450,400,500,100
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,875,500,1500,1000
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1000,800,1200,400
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1033.333333,800,1500,700
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,650,500,800,300
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,100,100,100,0
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,800,400,1200,800
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,400,400,400,0
92036,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,200,200,200,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1000,1000,1000,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,700,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,833.3333333,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,750,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,500,500,500,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,833.3333333,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92036,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2400,2000,3000,1000
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1500,2000,500
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1400,1200,1500,300
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1750,1500,2000,500
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1000,1000,1000,0
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,750,500,1000,500
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,875,500,1000,500
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1625,1000,2000,1000
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,900,800,1000,200
92037,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1125,1000,1500,500
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,625,500,1000,500
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1500,1000,2000,1000
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,833.3333333,500,1000,500
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92037,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,2100,1500,3000,1500
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2375,1500,3000,1500
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1500,1000,2000,1000
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,500,1500,1000
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,500,1500,1000
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,750,500,1000,500
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1500,1000,2000,1000
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1750,1500,2000,500
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,2000,2000,2000,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1500,1500,1500,0
92040,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",1000,1000,1000,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1400,1000,1500,500
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,625,500,1000,500
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,625,500,1000,500
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,2000,2000,2000,0
92040,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1800,1500,2000,500
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1280,1000,1500,500
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,920,800,1000,200
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1900,1000,2500,1500
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1200,800,1500,700
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1400,1200,1800,600
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",800,800,800,0
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,650,500,800,300
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1250,1000,1500,500
92054,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,800,800,800,0
